"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.229583,-0.709175,-1.14874
1,"Point Set 1",2,0.43187,-0.667795,-0.893185
1,"Point Set 1",3,0.0763468,-0.672646,-1.32919
1,"Point Set 1",4,0.35504,-0.722149,-1.21394
1,"Point Set 1",5,0.133396,-0.734313,-1.03048
1,"Point Set 1",6,0.220872,-0.433273,-1.8086
1,"Point Set 1",7,-0.156515,-0.435652,-1.63942
1,"Point Set 1",8,-0.357422,-0.493812,-1.27083
1,"Point Set 1",9,0.0977742,-0.443181,-1.85308
1,"Point Set 1",10,0.0322543,-0.438274,-1.82336
1,"Point Set 1",11,0.146232,-0.439828,-1.89534
1,"Point Set 1",12,-0.268083,-0.512962,-1.42075
1,"Point Set 1",13,0.0712,-0.43366,-1.7245
1,"Point Set 1",14,-0.268614,-0.42379,-1.43706
1,"Point Set 1",15,-0.249577,0.508473,-1.35
1,"Point Set 1",16,-0.269738,-0.443068,-1.40688
1,"Point Set 1",17,0.0690935,-0.469428,-1.78332
1,"Point Set 1",18,0.0493904,-0.472207,-1.78467
1,"Point Set 1",19,0.0927434,-0.470758,-1.74443
1,"Point Set 1",20,0.259437,-1.1832,-1.57876
1,"Point Set 1",21,-0.0712545,-0.628816,-1.8014
1,"Point Set 1",22,0.185453,-0.704171,-2.08353
1,"Point Set 1",23,0.0395601,-0.720605,-2.27456
1,"Point Set 1",24,-0.148502,-0.771565,-2.40701
1,"Point Set 1",25,-0.126606,-0.495208,-2.47429
1,"Point Set 1",26,-0.253607,-0.499251,-2.368
1,"Point Set 1",27,-0.249281,-0.67272,-2.35744
1,"Point Set 1",28,-0.544451,-0.642613,-2.21303
1,"Point Set 1",29,-0.835672,-0.698442,-1.93122
1,"Point Set 1",30,-0.783021,-0.674779,-1.77907
1,"Point Set 1",31,-0.654173,-0.683176,-1.62772
1,"Point Set 1",32,-0.38518,-0.647735,-1.75707
1,"Point Set 1",33,0.663757,-0.0221236,-0.675295
1,"Point Set 1",34,0.0677167,-1.30351,-0.618251
1,"Point Set 1",35,-0.751386,-1.28252,-1.55682
1,"Point Set 1",36,0.0537276,-1.28024,-2.23381
1,"Point Set 1",37,0.819318,-1.22809,-1.2189
1,"Point Set 1",38,0.441968,-1.24141,-1.34923
1,"Point Set 1",39,0.154657,-0.421701,-1.80748
