"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.383203,-0.812737,-1.93812
1,"Point Set 1",2,-0.537438,-0.821373,-2.13245
1,"Point Set 1",3,-0.0848154,-0.79447,-1.5955
1,"Point Set 1",4,-0.464773,-0.870362,-1.75207
1,"Point Set 1",5,-0.196773,-0.864956,-1.96294
1,"Point Set 1",6,-0.308575,-0.600396,-1.23564
1,"Point Set 1",7,0.147525,-0.555387,-1.29607
1,"Point Set 1",8,0.286154,-0.585416,-1.73922
1,"Point Set 1",9,0.32251,-0.574908,-1.61501
1,"Point Set 1",10,0.272461,-0.554278,-1.53114
1,"Point Set 1",11,0.37946,-0.584881,-1.68021
1,"Point Set 1",12,0.191711,-0.579411,-1.63573
1,"Point Set 1",13,0.201285,-0.599067,-1.64019
1,"Point Set 1",14,0.21037,-0.54936,-1.6409
1,"Point Set 1",15,0.139006,-1.38487,-1.75834
1,"Point Set 1",16,-0.102712,-0.818021,-1.26254
1,"Point Set 1",17,-0.155938,-0.608293,-1.28983
1,"Point Set 1",18,-0.141094,-0.595565,-1.26605
1,"Point Set 1",19,-0.190139,-0.609848,-1.30551
1,"Point Set 1",20,-0.340642,-1.33169,-1.3776
1,"Point Set 1",21,0.0803887,-0.874581,-1.23318
1,"Point Set 1",22,0.0778635,-0.887016,-1.0512
1,"Point Set 1",23,-0.0882747,-0.892622,-0.868955
1,"Point Set 1",24,-0.0430499,-0.810802,-0.863007
1,"Point Set 1",25,0.20177,-0.830108,-0.631557
1,"Point Set 1",26,0.353345,-0.833533,-0.731033
1,"Point Set 1",27,0.534281,-0.844955,-0.837784
1,"Point Set 1",28,0.68706,-0.825676,-0.99559
1,"Point Set 1",29,0.807902,-0.832519,-1.16329
1,"Point Set 1",30,0.733527,-0.815793,-1.29467
1,"Point Set 1",31,0.608584,-0.887949,-1.44771
1,"Point Set 1",32,0.405147,-0.877115,-1.29831
1,"Point Set 1",33,-0.72126,-0.725225,-2.35951
1,"Point Set 1",34,-0.100795,-1.43648,-2.48022
1,"Point Set 1",35,0.645952,-1.40172,-1.62182
1,"Point Set 1",36,-0.127894,-1.45656,-0.791706
1,"Point Set 1",37,-0.959533,-1.42629,-1.75911
1,"Point Set 1",38,-0.486086,-1.3988,-1.55832
1,"Point Set 1",39,0.258293,-0.559372,-1.68276
