"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.29721,-1.15797,-1.45724
1,"Point Set 1",2,-0.458796,-1.12298,-1.31809
1,"Point Set 1",3,-0.100189,-1.12107,-1.62973
1,"Point Set 1",4,-0.233055,-1.17129,-1.40962
1,"Point Set 1",5,-0.322211,-1.16783,-1.51288
1,"Point Set 1",6,0.199726,-0.96209,-1.40117
1,"Point Set 1",7,-0.00369692,-0.977575,-1.68825
1,"Point Set 1",8,-0.293902,-0.9791,-1.93301
1,"Point Set 1",9,0.238897,-0.988741,-1.51101
1,"Point Set 1",10,0.203478,-0.980021,-1.55067
1,"Point Set 1",11,0.300992,-0.993854,-1.4908
1,"Point Set 1",12,-0.199755,-0.946638,-1.83
1,"Point Set 1",13,-0.30205,-1.0784,-1.67603
1,"Point Set 1",14,-0.20994,-0.980953,-1.82121
1,"Point Set 1",15,-0.278475,-1.3569,-1.77815
1,"Point Set 1",16,-0.228105,-1.14496,-1.76946
1,"Point Set 1",17,0.11049,-0.997873,-1.53808
1,"Point Set 1",18,0.121563,-0.997359,-1.56701
1,"Point Set 1",19,0.100773,-0.999378,-1.50373
1,"Point Set 1",20,-0.00950761,-1.48613,-1.36585
1,"Point Set 1",21,0.111634,-1.15604,-1.68566
1,"Point Set 1",22,0.223526,-1.23541,-1.53005
1,"Point Set 1",23,0.321986,-1.27029,-1.63107
1,"Point Set 1",24,0.324862,-1.32458,-1.76747
1,"Point Set 1",25,0.352426,-1.34544,-1.83028
1,"Point Set 1",26,0.350944,-1.33828,-1.90087
1,"Point Set 1",27,0.256777,-1.33534,-2.0157
1,"Point Set 1",28,0.223341,-1.33901,-2.03045
1,"Point Set 1",29,0.166746,-1.34437,-2.03128
1,"Point Set 1",30,0.104101,-1.32666,-2.00759
1,"Point Set 1",31,-0.0311707,-1.27465,-2.01678
1,"Point Set 1",32,0.0592363,-1.2653,-1.89977
1,"Point Set 1",33,-0.54474,-1.03142,-1.15232
1,"Point Set 1",34,-0.687922,-1.53387,-1.49618
1,"Point Set 1",35,-0.102402,-1.58132,-2.09884
1,"Point Set 1",36,0.381191,-1.58358,-1.57789
1,"Point Set 1",37,-0.257707,-1.57822,-1.04019
1,"Point Set 1",38,-0.119363,-1.5033,-1.3269
1,"Point Set 1",39,0.185743,-0.959073,-1.45167
