"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.396813,-0.905573,-1.11057
1,"Point Set 1",2,-0.553965,-0.921483,-0.932772
1,"Point Set 1",3,-0.210278,-0.826093,-1.36914
1,"Point Set 1",4,-0.276669,-0.94656,-1.02703
1,"Point Set 1",5,-0.529488,-0.916072,-1.20446
1,"Point Set 1",6,0.200852,-0.659676,-1.28123
1,"Point Set 1",7,0.0270138,-0.645743,-1.6716
1,"Point Set 1",8,-0.402676,-0.582702,-1.76782
1,"Point Set 1",9,0.220953,-0.65176,-1.42838
1,"Point Set 1",10,0.197403,-0.638388,-1.47644
1,"Point Set 1",11,0.298054,-0.689613,-1.41337
1,"Point Set 1",12,-0.257014,-0.597532,-1.696
1,"Point Set 1",13,-0.220042,-0.564598,-1.7838
1,"Point Set 1",14,-0.245692,-0.558101,-1.70049
1,"Point Set 1",15,-0.317667,-1.37485,-1.63808
1,"Point Set 1",16,-0.223803,-0.806518,-1.68564
1,"Point Set 1",17,0.121356,-0.655815,-1.4287
1,"Point Set 1",18,0.136802,-0.649287,-1.44862
1,"Point Set 1",19,0.0937512,-0.650324,-1.38447
1,"Point Set 1",20,0.0520505,-1.35489,-1.30986
1,"Point Set 1",21,0.25555,-0.857014,-1.59945
1,"Point Set 1",22,0.429028,-0.836757,-1.48452
1,"Point Set 1",23,0.633827,-0.835903,-1.80805
1,"Point Set 1",24,0.503236,-0.793824,-1.99363
1,"Point Set 1",25,0.471421,-0.751268,-2.00979
1,"Point Set 1",26,0.338097,-0.743703,-2.08343
1,"Point Set 1",27,0.203459,-0.740607,-2.21125
1,"Point Set 1",28,0.17943,-0.791588,-2.2411
1,"Point Set 1",29,0.0128911,-0.774239,-2.30611
1,"Point Set 1",30,-0.161205,-0.761048,-2.12756
1,"Point Set 1",31,-0.0862051,-0.750459,-2.04117
1,"Point Set 1",32,0.0284533,-0.750952,-1.88582
1,"Point Set 1",33,-0.790395,-0.855551,-0.614751
1,"Point Set 1",34,-0.933326,-1.47681,-1.16592
1,"Point Set 1",35,-0.185382,-1.36774,-2.25492
1,"Point Set 1",36,0.510596,-1.37966,-1.71347
1,"Point Set 1",37,-0.266205,-1.34479,-0.781285
1,"Point Set 1",38,-0.0805283,-1.46735,-1.03021
1,"Point Set 1",39,0.173868,-0.628797,-1.31825
