"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.29243,-0.917908,-1.72825
1,"Point Set 1",2,0.380354,-0.894739,-1.83797
1,"Point Set 1",3,0.0574899,-0.837943,-1.39278
1,"Point Set 1",4,0.131474,-0.931178,-1.83996
1,"Point Set 1",5,0.425427,-0.901694,-1.5936
1,"Point Set 1",6,-0.390794,-0.654344,-1.40068
1,"Point Set 1",7,-0.205279,-0.68744,-1.02537
1,"Point Set 1",8,0.22402,-0.665289,-0.947619
1,"Point Set 1",9,-0.403481,-0.664577,-1.26517
1,"Point Set 1",10,-0.363483,-0.659273,-1.19125
1,"Point Set 1",11,-0.48731,-0.665974,-1.33775
1,"Point Set 1",12,0.0986696,-0.668603,-1.00905
1,"Point Set 1",13,-0.273983,-0.630047,-1.2819
1,"Point Set 1",14,0.103377,-0.631441,-0.998785
1,"Point Set 1",15,0.246402,-1.37614,-1.05023
1,"Point Set 1",16,0.0357599,-0.803218,-0.931974
1,"Point Set 1",17,-0.310207,-0.660147,-1.31166
1,"Point Set 1",18,-0.318112,-0.6605,-1.28302
1,"Point Set 1",19,-0.307445,-0.654663,-1.33212
1,"Point Set 1",20,-0.315049,-1.41183,-1.468
1,"Point Set 1",21,-0.360728,-0.81664,-1.07628
1,"Point Set 1",22,-0.503392,-0.846887,-1.15836
1,"Point Set 1",23,-0.616691,-0.842572,-1.20411
1,"Point Set 1",24,-0.719525,-0.841213,-1.06158
1,"Point Set 1",25,-0.806411,-0.841825,-0.870043
1,"Point Set 1",26,-0.70979,-0.858911,-0.76721
1,"Point Set 1",27,-0.524017,-0.850043,-0.638832
1,"Point Set 1",28,-0.500809,-0.856085,-0.626726
1,"Point Set 1",29,-0.195349,-0.868034,-0.422339
1,"Point Set 1",30,0.0662549,-0.874341,-0.702008
1,"Point Set 1",31,0.00324394,-0.871924,-0.784275
1,"Point Set 1",32,-0.225144,-0.847839,-0.838805
1,"Point Set 1",33,0.589491,-0.751281,-2.14714
1,"Point Set 1",34,0.814957,-1.45205,-1.55031
1,"Point Set 1",35,0.0828744,-1.46366,-0.557835
1,"Point Set 1",36,-0.777417,-1.45426,-1.16513
1,"Point Set 1",37,-0.0503014,-1.39971,-2.18572
1,"Point Set 1",38,-0.0450591,-1.46029,-1.70579
1,"Point Set 1",39,-0.323712,-0.622481,-1.37676
