"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.130907,-1.0741,-1.76988
1,"Point Set 1",2,0.338332,-1.0342,-1.98161
1,"Point Set 1",3,-0.0372493,-1.03195,-1.60288
1,"Point Set 1",4,0.131173,-1.07751,-1.89215
1,"Point Set 1",5,0.233969,-1.08204,-1.76126
1,"Point Set 1",6,-0.355246,-0.881682,-1.77516
1,"Point Set 1",7,-0.173482,-0.861134,-1.4416
1,"Point Set 1",8,0.164162,-0.880942,-1.25886
1,"Point Set 1",9,-0.365551,-0.878261,-1.6406
1,"Point Set 1",10,-0.366492,-0.879804,-1.61492
1,"Point Set 1",11,-0.43919,-0.876661,-1.69762
1,"Point Set 1",12,0.030068,-0.874404,-1.35139
1,"Point Set 1",13,0.221747,-0.892992,-1.47035
1,"Point Set 1",14,0.0268158,-0.84759,-1.32407
1,"Point Set 1",15,0.22733,-1.34524,-1.41665
1,"Point Set 1",16,0.0372412,-0.949446,-1.45406
1,"Point Set 1",17,-0.289844,-0.916155,-1.62446
1,"Point Set 1",18,-0.31545,-0.891382,-1.61358
1,"Point Set 1",19,-0.275696,-0.894326,-1.68051
1,"Point Set 1",20,-0.137147,-1.22635,-1.8926
1,"Point Set 1",21,-0.345762,-1.08018,-1.52782
1,"Point Set 1",22,-0.468884,-1.01092,-1.61803
1,"Point Set 1",23,-0.502441,-1.0596,-1.62875
1,"Point Set 1",24,-0.583386,-1.11385,-1.51247
1,"Point Set 1",25,-0.53207,-1.22558,-1.29711
1,"Point Set 1",26,-0.509675,-1.20092,-1.31394
1,"Point Set 1",27,-0.440193,-1.23872,-1.15184
1,"Point Set 1",28,-0.281186,-1.20556,-1.10603
1,"Point Set 1",29,-0.301905,-1.21814,-1.08264
1,"Point Set 1",30,-0.0693146,-1.11508,-1.05778
1,"Point Set 1",31,0.0429475,-1.05172,-1.1616
1,"Point Set 1",32,-0.140408,-1.09204,-1.25431
1,"Point Set 1",33,0.466765,-1.00033,-2.11994
1,"Point Set 1",34,0.627622,-1.53974,-1.77167
1,"Point Set 1",35,-0.0278539,-1.50782,-1.03295
1,"Point Set 1",36,-0.595676,-1.52245,-1.57028
1,"Point Set 1",37,0.0597323,-1.58647,-2.23937
1,"Point Set 1",38,-0.0572367,-1.53322,-1.88438
1,"Point Set 1",39,-0.350992,-0.848023,-1.72194
