"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.333565,-0.80304,-1.33961
1,"Point Set 1",2,0.567483,-0.743376,-1.22661
1,"Point Set 1",3,0.0804432,-0.680835,-1.49527
1,"Point Set 1",4,0.381833,-0.746675,-1.46032
1,"Point Set 1",5,0.25787,-0.772299,-1.25684
1,"Point Set 1",6,0.149656,-0.520357,-1.94101
1,"Point Set 1",7,-0.189996,-0.550836,-1.65415
1,"Point Set 1",8,-0.228788,-0.501475,-1.24397
1,"Point Set 1",9,0.0088291,-0.536894,-1.94948
1,"Point Set 1",10,-0.0540691,-0.515135,-1.90585
1,"Point Set 1",11,0.0364112,-0.565911,-2.03655
1,"Point Set 1",12,-0.204225,-0.516711,-1.41025
1,"Point Set 1",13,0.287182,-0.109233,-1.19459
1,"Point Set 1",14,-0.204615,-0.470449,-1.41262
1,"Point Set 1",15,-0.0987087,-1.22461,-1.39104
1,"Point Set 1",16,0.436786,0.152235,-1.25426
1,"Point Set 1",17,0.103319,-0.50096,-1.93289
1,"Point Set 1",18,0.0592378,-0.495405,-1.90824
1,"Point Set 1",19,0.147895,-0.507629,-1.96364
1,"Point Set 1",20,0.152931,-1.21705,-1.76263
1,"Point Set 1",21,-0.00247638,-0.755639,-2.13568
1,"Point Set 1",22,-0.235715,-0.776451,-2.26706
1,"Point Set 1",23,-0.407735,-0.808595,-2.26619
1,"Point Set 1",24,-0.570452,-0.689052,-2.23208
1,"Point Set 1",25,-0.546105,-0.521351,-2.16668
1,"Point Set 1",26,-0.676207,-0.536844,-1.9925
1,"Point Set 1",27,-0.795,-0.534168,-1.776
1,"Point Set 1",28,-0.780213,-0.694385,-1.7559
1,"Point Set 1",29,-0.883055,-0.714884,-1.65733
1,"Point Set 1",30,-0.756376,-0.747979,-1.49887
1,"Point Set 1",31,-0.502375,-0.733086,-1.40344
1,"Point Set 1",32,-0.371601,-0.720208,-1.59742
1,"Point Set 1",33,0.868682,-0.643542,-0.970113
1,"Point Set 1",34,0.423129,-1.30278,-0.846472
1,"Point Set 1",35,-0.682112,-1.26004,-1.3623
1,"Point Set 1",36,-0.180452,-1.26235,-2.24217
1,"Point Set 1",37,0.839716,-1.27684,-1.54764
1,"Point Set 1",38,0.425807,-1.27035,-1.57628
1,"Point Set 1",39,0.109134,-0.546817,-1.90883
