"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.0144023,-0.854119,-1.94633
1,"Point Set 1",2,0.205782,-0.842538,-2.15708
1,"Point Set 1",3,-0.252755,-0.783289,-1.64174
1,"Point Set 1",4,-0.0861972,-0.888817,-2.03013
1,"Point Set 1",5,0.122498,-0.885448,-1.8552
1,"Point Set 1",6,-0.661781,-0.63339,-1.79604
1,"Point Set 1",7,-0.426654,-0.723517,-1.45214
1,"Point Set 1",8,-0.0643338,-0.603677,-1.25364
1,"Point Set 1",9,-0.646648,-0.64831,-1.65748
1,"Point Set 1",10,-0.598972,-0.647804,-1.61187
1,"Point Set 1",11,-0.727881,-0.654224,-1.70712
1,"Point Set 1",12,-0.162477,-0.630316,-1.34538
1,"Point Set 1",13,-0.152683,-0.530906,-1.33112
1,"Point Set 1",14,-0.188517,-0.586062,-1.34695
1,"Point Set 1",15,-0.0928234,-1.31577,-1.49589
1,"Point Set 1",16,-0.167194,-0.802758,-1.47045
1,"Point Set 1",17,-0.578203,-0.666731,-1.69977
1,"Point Set 1",18,-0.595697,-0.673299,-1.6903
1,"Point Set 1",19,-0.571165,-0.672785,-1.72545
1,"Point Set 1",20,-0.361339,-1.311,-1.79107
1,"Point Set 1",21,-0.536791,-0.829625,-1.45436
1,"Point Set 1",22,-0.608391,-0.840635,-1.5214
1,"Point Set 1",23,-0.69542,-0.801751,-1.69459
1,"Point Set 1",24,-0.724309,-0.930399,-1.47105
1,"Point Set 1",25,-0.665929,-1.03957,-1.25798
1,"Point Set 1",26,-0.639057,-1.03802,-1.20611
1,"Point Set 1",27,-0.591445,-1.04362,-1.18025
1,"Point Set 1",28,-0.363399,-0.927432,-1.15212
1,"Point Set 1",29,-0.15009,-0.776223,-1.21821
1,"Point Set 1",30,-0.307123,-0.83789,-1.29289
1,"Point Set 1",31,-0.365274,-0.806397,-1.39028
1,"Point Set 1",32,0.314754,-0.832036,-2.2842
1,"Point Set 1",33,0.263014,-0.842736,-2.21678
1,"Point Set 1",34,0.504821,-1.40615,-1.86232
1,"Point Set 1",35,-0.190053,-1.38744,-0.954176
1,"Point Set 1",36,-0.925748,-1.40068,-1.61658
1,"Point Set 1",37,-0.143661,-1.40811,-2.39177
1,"Point Set 1",38,-0.201669,-1.34589,-2.0438
1,"Point Set 1",39,-0.628409,-0.616362,-1.75557
