"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.433755,-0.823125,-1.79222
1,"Point Set 1",2,0.570334,-0.79887,-1.97321
1,"Point Set 1",3,0.235467,-0.822986,-1.45962
1,"Point Set 1",4,0.344611,-0.8135,-1.95846
1,"Point Set 1",5,0.611722,-0.796862,-1.73188
1,"Point Set 1",6,-0.195704,-0.547406,-1.60864
1,"Point Set 1",7,-0.0229925,-0.531312,-1.24712
1,"Point Set 1",8,0.352559,-0.537647,-1.10116
1,"Point Set 1",9,-0.23315,-0.544202,-1.48483
1,"Point Set 1",10,-0.20745,-0.542005,-1.40934
1,"Point Set 1",11,-0.302296,-0.555577,-1.56329
1,"Point Set 1",12,0.235046,-0.525459,-1.16883
1,"Point Set 1",13,-0.101841,-0.512525,-1.50299
1,"Point Set 1",14,0.229253,-0.499906,-1.14309
1,"Point Set 1",15,0.43694,-1.26682,-1.27492
1,"Point Set 1",16,0.166562,-0.691593,-1.13558
1,"Point Set 1",17,-0.130198,-0.573452,-1.47142
1,"Point Set 1",18,-0.158095,-0.563596,-1.4671
1,"Point Set 1",19,-0.113332,-0.573886,-1.50793
1,"Point Set 1",20,-0.163462,-1.34942,-1.70091
1,"Point Set 1",21,-0.377733,-0.784214,-1.32087
1,"Point Set 1",22,-0.46661,-0.794662,-1.43339
1,"Point Set 1",23,-0.614046,-0.802492,-1.31246
1,"Point Set 1",24,-0.687282,-0.814865,-1.06853
1,"Point Set 1",25,-0.608095,-0.809504,-0.983597
1,"Point Set 1",26,-0.292495,-0.811703,-0.687568
1,"Point Set 1",27,-0.201504,-0.811259,-0.610794
1,"Point Set 1",28,0.035341,-0.80205,-0.701009
1,"Point Set 1",29,0.154016,-0.781192,-0.836445
1,"Point Set 1",30,0.137349,-0.780779,-0.875663
1,"Point Set 1",31,0.114917,-0.783022,-0.901849
1,"Point Set 1",32,0.0476647,-0.785516,-0.953661
1,"Point Set 1",33,0.77256,-0.705922,-2.18976
1,"Point Set 1",34,1.03466,-1.41053,-1.60473
1,"Point Set 1",35,0.182683,-1.43707,-0.67207
1,"Point Set 1",36,-0.688378,-1.46692,-1.38798
1,"Point Set 1",37,0.120304,-1.38284,-2.35626
1,"Point Set 1",38,0.138828,-1.39096,-1.88959
1,"Point Set 1",39,-0.174497,-0.54812,-1.5616
