"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.301174,-0.790879,-1.25874
1,"Point Set 1",2,0.475084,-0.76128,-1.14125
1,"Point Set 1",3,-0.0592353,-0.73751,-1.55213
1,"Point Set 1",4,0.450703,-0.804193,-1.40106
1,"Point Set 1",5,0.190744,-0.799936,-1.10643
1,"Point Set 1",6,0.117088,-0.522695,-1.92678
1,"Point Set 1",7,-0.255334,-0.592588,-1.70888
1,"Point Set 1",8,-0.370858,-0.513667,-1.30293
1,"Point Set 1",9,-0.405752,-0.541056,-1.4241
1,"Point Set 1",10,-0.379918,-0.538981,-1.47889
1,"Point Set 1",11,-0.461267,-0.563131,-1.36284
1,"Point Set 1",12,-0.28863,-0.516026,-1.44456
1,"Point Set 1",13,-0.0150973,-0.536315,-1.94723
1,"Point Set 1",14,-0.314805,-0.481947,-1.43583
1,"Point Set 1",15,-0.15046,-1.16727,-1.19442
1,"Point Set 1",16,-0.448769,-0.697553,-1.57992
1,"Point Set 1",17,0.00195666,-0.553568,-1.81785
1,"Point Set 1",18,-0.0383406,-0.565894,-1.84031
1,"Point Set 1",19,0.035949,-0.551006,-1.81869
1,"Point Set 1",20,0.132001,-1.35015,-1.78597
1,"Point Set 1",21,-0.184627,-0.710124,-1.99642
1,"Point Set 1",22,0.0496624,-0.713262,-2.17173
1,"Point Set 1",23,-0.293414,-0.738242,-2.34297
1,"Point Set 1",24,-0.500755,-0.761026,-2.28221
1,"Point Set 1",25,-0.603248,-0.756415,-2.2339
1,"Point Set 1",26,-0.733553,-0.764661,-2.09935
1,"Point Set 1",27,-0.738053,-0.760753,-2.09338
1,"Point Set 1",28,-0.830755,-0.771846,-1.96231
1,"Point Set 1",29,-0.869101,-0.749788,-1.79891
1,"Point Set 1",30,-0.895715,-0.738406,-1.60693
1,"Point Set 1",31,-0.647556,-0.683161,-1.33422
1,"Point Set 1",32,-0.521025,-0.711106,-1.50553
1,"Point Set 1",33,0.76673,-0.667809,-0.857053
1,"Point Set 1",34,0.236174,-1.39158,-0.612596
1,"Point Set 1",35,-0.861106,-1.44283,-1.44205
1,"Point Set 1",36,-0.150302,-1.3888,-2.34074
1,"Point Set 1",37,0.885789,-1.44988,-1.51709
1,"Point Set 1",38,0.357645,-1.3557,-1.58575
1,"Point Set 1",39,-0.357471,-0.496127,-1.37026
