"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,0.495213,-0.878393,-2.01939
1,"Point Set 1",2,0.687091,-0.909705,-2.28737
1,"Point Set 1",3,0.259359,-0.798634,-1.76283
1,"Point Set 1",4,0.380342,-0.877587,-2.13691
1,"Point Set 1",5,0.616714,-0.886172,-1.89549
1,"Point Set 1",6,-0.173535,-0.608151,-1.85025
1,"Point Set 1",7,-0.0194129,-0.576222,-1.47928
1,"Point Set 1",8,0.344652,-0.618941,-1.30834
1,"Point Set 1",9,-0.224262,-0.613386,-1.7199
1,"Point Set 1",10,-0.197301,-0.617637,-1.64473
1,"Point Set 1",11,-0.292425,-0.609545,-1.79794
1,"Point Set 1",12,0.227145,-0.63095,-1.38676
1,"Point Set 1",13,-0.0828043,-0.59911,-1.72717
1,"Point Set 1",14,0.221487,-0.597415,-1.37376
1,"Point Set 1",15,0.533246,-1.0499,-1.42665
1,"Point Set 1",16,0.155921,-0.742878,-1.35539
1,"Point Set 1",17,-0.131105,-0.652792,-1.72039
1,"Point Set 1",18,-0.145383,-0.650235,-1.70128
1,"Point Set 1",19,-0.119173,-0.654612,-1.7436
1,"Point Set 1",20,-0.16582,-1.37473,-1.88575
1,"Point Set 1",21,-0.382143,-0.838173,-1.51863
1,"Point Set 1",22,-0.461379,-0.848219,-1.63777
1,"Point Set 1",23,-0.622378,-0.852734,-1.50085
1,"Point Set 1",24,-0.693478,-0.856412,-1.27295
1,"Point Set 1",25,-0.612681,-0.853139,-1.19011
1,"Point Set 1",26,-0.295824,-0.849373,-0.88843
1,"Point Set 1",27,-0.211405,-0.854474,-0.808414
1,"Point Set 1",28,0.018637,-0.839769,-0.882869
1,"Point Set 1",29,0.0796785,-0.843474,-0.946992
1,"Point Set 1",30,0.134144,-0.838438,-1.0201
1,"Point Set 1",31,0.11284,-0.835559,-1.08163
1,"Point Set 1",32,0.0274512,-0.83406,-1.12478
1,"Point Set 1",33,0.697669,-0.804562,-2.25852
1,"Point Set 1",34,1.01504,-1.47959,-1.80443
1,"Point Set 1",35,0.14543,-1.47338,-0.88036
1,"Point Set 1",36,-0.634573,-1.47046,-1.61811
1,"Point Set 1",37,0.225976,-1.48511,-2.51957
1,"Point Set 1",38,0.131958,-1.39338,-2.1083
1,"Point Set 1",39,-0.180319,-0.60234,-1.79201
