"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.108203,-0.905871,-1.62439
1,"Point Set 1",2,0.137542,-0.866766,-1.86634
1,"Point Set 1",3,-0.297512,-0.844758,-1.39156
1,"Point Set 1",4,-0.144878,-0.904328,-1.74627
1,"Point Set 1",5,0.0574151,-0.914669,-1.56945
1,"Point Set 1",6,-0.680599,-0.616129,-1.58853
1,"Point Set 1",7,-0.429431,-0.720678,-1.25419
1,"Point Set 1",8,-0.0616206,-0.629653,-1.02923
1,"Point Set 1",9,-0.689899,-0.629136,-1.45643
1,"Point Set 1",10,-0.656142,-0.656617,-1.38192
1,"Point Set 1",11,-0.752985,-0.613523,-1.50055
1,"Point Set 1",12,-0.169012,-0.678469,-1.09946
1,"Point Set 1",13,-0.171903,-0.646619,-1.09657
1,"Point Set 1",14,-0.197954,-0.635038,-1.11113
1,"Point Set 1",15,-0.174268,-1.27872,-1.13192
1,"Point Set 1",16,-0.502888,-0.797642,-1.37101
1,"Point Set 1",17,-0.620716,-0.680182,-1.4757
1,"Point Set 1",18,-0.619252,-0.677906,-1.4384
1,"Point Set 1",19,-0.612613,-0.672741,-1.51487
1,"Point Set 1",20,-0.506956,-1.31388,-1.63783
1,"Point Set 1",21,-0.62138,-0.857675,-1.34659
1,"Point Set 1",22,-0.784754,-0.850865,-1.45039
1,"Point Set 1",23,-0.911183,-0.859512,-1.31857
1,"Point Set 1",24,-0.807844,-0.868314,-1.05168
1,"Point Set 1",25,-0.724541,-0.866592,-0.932393
1,"Point Set 1",26,-0.588153,-0.862245,-0.851034
1,"Point Set 1",27,-0.32281,-0.84485,-0.765641
1,"Point Set 1",28,-0.19208,-0.844056,-0.904677
1,"Point Set 1",29,-0.239019,-0.845897,-0.96736
1,"Point Set 1",30,-0.26961,-0.844677,-1.00439
1,"Point Set 1",31,-0.312463,-0.848079,-1.05865
1,"Point Set 1",32,-0.379945,-0.892668,-1.13946
1,"Point Set 1",33,0.21645,-0.509376,-2.00296
1,"Point Set 1",34,0.464385,-1.46113,-1.56878
1,"Point Set 1",35,-0.247119,-1.44812,-0.725271
1,"Point Set 1",36,-0.965191,-1.44478,-1.36152
1,"Point Set 1",37,-0.177778,-1.45608,-2.15095
1,"Point Set 1",38,-0.278436,-1.40426,-1.71283
1,"Point Set 1",39,-0.651424,-0.627136,-1.54098
