"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.410201,-0.971302,-1.24615
1,"Point Set 1",2,-0.599182,-0.943442,-1.08851
1,"Point Set 1",3,-0.17469,-0.906681,-1.40161
1,"Point Set 1",4,-0.352039,-0.97945,-1.06285
1,"Point Set 1",5,-0.535048,-0.984028,-1.32751
1,"Point Set 1",6,0.218018,-0.74964,-1.19741
1,"Point Set 1",7,0.149279,-0.747096,-1.63498
1,"Point Set 1",8,-0.253884,-0.748705,-1.80689
1,"Point Set 1",9,0.254412,-0.756855,-1.34521
1,"Point Set 1",10,0.242426,-0.754879,-1.40343
1,"Point Set 1",11,0.311957,-0.77083,-1.27472
1,"Point Set 1",12,-0.126994,-0.785347,-1.72219
1,"Point Set 1",13,-0.659225,-0.658421,-1.49523
1,"Point Set 1",14,-0.104776,-0.694593,-1.70074
1,"Point Set 1",15,-0.362884,-1.34352,-1.57041
1,"Point Set 1",16,-0.189785,-0.92625,-1.70033
1,"Point Set 1",17,0.174778,-0.780023,-1.33451
1,"Point Set 1",18,0.20631,-0.76802,-1.36511
1,"Point Set 1",19,0.14791,-0.763884,-1.3308
1,"Point Set 1",20,0.0452804,-1.4386,-1.29274
1,"Point Set 1",21,0.416807,-0.940018,-1.63451
1,"Point Set 1",22,0.461694,-0.939547,-1.46733
1,"Point Set 1",23,0.664858,-0.94594,-1.61717
1,"Point Set 1",24,0.668605,-0.964615,-1.68946
1,"Point Set 1",25,0.639828,-0.956076,-1.75131
1,"Point Set 1",26,0.602249,-0.958748,-1.82084
1,"Point Set 1",27,0.474283,-0.956975,-2.0073
1,"Point Set 1",28,0.378911,-0.94725,-2.08074
1,"Point Set 1",29,0.297024,-0.956012,-2.13475
1,"Point Set 1",30,0.202621,-0.953177,-2.09614
1,"Point Set 1",31,0.0810437,-0.942969,-2.00047
1,"Point Set 1",32,0.20613,-0.937007,-1.8965
1,"Point Set 1",33,-0.700506,-0.845216,-0.973093
1,"Point Set 1",34,-0.869363,-1.52454,-1.35322
1,"Point Set 1",35,0.0147819,-1.50863,-2.11165
1,"Point Set 1",36,0.581802,-1.49036,-1.36882
1,"Point Set 1",37,-0.362533,-1.48565,-0.73577
1,"Point Set 1",38,-0.196463,-1.44092,-1.07139
1,"Point Set 1",39,0.204735,-0.727058,-1.26301
