"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.024277,-1.16076,-1.83519
1,"Point Set 1",2,0.18124,-1.00347,-1.9829
1,"Point Set 1",3,-0.179578,-1.01525,-1.58677
1,"Point Set 1",4,-0.0544224,-1.06712,-1.86687
1,"Point Set 1",5,0.0639789,-1.08098,-1.7387
1,"Point Set 1",6,-0.513794,-0.823492,-1.70951
1,"Point Set 1",7,-0.318435,-0.833125,-1.40709
1,"Point Set 1",8,0.0314383,-0.86091,-1.25561
1,"Point Set 1",9,-0.533432,-0.8546,-1.60149
1,"Point Set 1",10,-0.527356,-0.852197,-1.58298
1,"Point Set 1",11,-0.6109,-0.853219,-1.6717
1,"Point Set 1",12,-0.107867,-0.874709,-1.34425
1,"Point Set 1",13,0.103783,-0.895023,-1.54102
1,"Point Set 1",14,-0.11403,-0.870825,-1.30353
1,"Point Set 1",15,0.0486861,-1.37251,-1.42879
1,"Point Set 1",16,-0.0936922,-1.01043,-1.39484
1,"Point Set 1",17,-0.442733,-0.927221,-1.57766
1,"Point Set 1",18,-0.466185,-0.93989,-1.55593
1,"Point Set 1",19,-0.423352,-0.926679,-1.61662
1,"Point Set 1",20,-0.345024,-1.4829,-1.76089
1,"Point Set 1",21,-0.530475,-1.1138,-1.41404
1,"Point Set 1",22,-0.614561,-1.0513,-1.52897
1,"Point Set 1",23,-0.672954,-1.12762,-1.6168
1,"Point Set 1",24,-0.73695,-1.15188,-1.47635
1,"Point Set 1",25,-0.675205,-1.24139,-1.25082
1,"Point Set 1",26,-0.582727,-1.26205,-1.0984
1,"Point Set 1",27,-0.429231,-1.23748,-1.03591
1,"Point Set 1",28,-0.201714,-1.14129,-0.999351
1,"Point Set 1",29,-0.0863756,-1.0904,-1.08308
1,"Point Set 1",30,-0.0405446,-1.12388,-1.10758
1,"Point Set 1",31,-0.158118,-1.04713,-1.12375
1,"Point Set 1",32,-0.280885,-1.10351,-1.20304
1,"Point Set 1",33,0.2246,-1.02448,-2.04243
1,"Point Set 1",34,0.458907,-1.59248,-1.73813
1,"Point Set 1",35,-0.156821,-1.59479,-0.980177
1,"Point Set 1",36,-0.74207,-1.54953,-1.50229
1,"Point Set 1",37,-0.12031,-1.5944,-2.18699
1,"Point Set 1",38,-0.209443,-1.52593,-1.87409
1,"Point Set 1",39,-0.511009,-0.862844,-1.65379
