"Point Set Index","Point Set Label","Point Index","Position X","Position Y","Position Z"
1,"Point Set 1",1,-0.178498,-0.985035,-1.54425
1,"Point Set 1",2,-0.0620263,-0.941459,-1.67199
1,"Point Set 1",3,-0.375745,-0.940167,-1.28488
1,"Point Set 1",4,-0.241093,-0.929688,-1.62233
1,"Point Set 1",5,-0.111122,-0.922081,-1.5329
1,"Point Set 1",6,-0.73436,-0.686363,-1.51499
1,"Point Set 1",7,-0.473948,-0.762294,-1.22737
1,"Point Set 1",8,-0.158244,-0.672429,-1.03928
1,"Point Set 1",9,-0.746868,-0.675664,-1.42064
1,"Point Set 1",10,-0.725155,-0.680336,-1.37616
1,"Point Set 1",11,-0.815578,-0.660489,-1.45657
1,"Point Set 1",12,-0.260728,-0.709574,-1.11648
1,"Point Set 1",13,-0.313936,-0.582489,-1.10115
1,"Point Set 1",14,-0.289282,-0.656864,-1.11028
1,"Point Set 1",15,-0.233924,-1.31884,-1.16023
1,"Point Set 1",16,-0.327515,-0.873913,-1.12291
1,"Point Set 1",17,-0.662077,-0.721915,-1.39948
1,"Point Set 1",18,-0.671773,-0.721424,-1.37379
1,"Point Set 1",19,-0.649264,-0.733426,-1.44033
1,"Point Set 1",20,-0.604472,-1.45998,-1.37928
1,"Point Set 1",21,-0.57568,-0.948392,-1.15678
1,"Point Set 1",22,-0.754816,-0.958102,-1.26351
1,"Point Set 1",23,-0.808718,-1.03828,-1.14527
1,"Point Set 1",24,-0.800329,-1.12504,-0.980359
1,"Point Set 1",25,-0.676833,-1.09805,-0.871532
1,"Point Set 1",26,-0.612828,-1.11812,-0.84157
1,"Point Set 1",27,-0.579347,-1.10977,-0.805157
1,"Point Set 1",28,-0.416047,-1.03118,-0.826395
1,"Point Set 1",29,-0.304106,-0.982328,-0.876678
1,"Point Set 1",30,-0.325103,-0.966205,-0.913634
1,"Point Set 1",31,-0.390191,-1.03671,-0.95917
1,"Point Set 1",32,-0.405908,-1.03038,-1.014
1,"Point Set 1",33,0.116899,-0.914701,-1.89598
1,"Point Set 1",34,0.275331,-1.51503,-1.46321
1,"Point Set 1",35,-0.270254,-1.50513,-0.661805
1,"Point Set 1",36,-1.0019,-1.5103,-1.23301
1,"Point Set 1",37,-0.342406,-1.53344,-1.94839
1,"Point Set 1",38,-0.37888,-1.42826,-1.5975
1,"Point Set 1",39,-0.706752,-0.758438,-1.39577
